Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2022-09-22,HVN,55,HAN,LHR,2,,4,,false,,2022-09-22T01:10,2022-09-22T01:01,,,,,2022-09-22T07:40,,Boeing 787-9,,,,,,,,c3ed4451-eaaa-4cc9-a638-570fc5c5feed,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,8a81e164-4c8e-4c01-8b04-b2497c51c090,5a2a51a0-1a5b-42c9-b220-c61953fac034,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2022-10-06,HVN,56,LHR,HAN,4,9,2,,false,,2022-10-06T11:10,2022-10-06T11:23:44,,,,,2022-10-07T05:25,2022-10-07T05:33,Boeing 787-9,,,,,,,,f8260840-54ee-4426-a2fd-b6d6b64f7dd8,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,5a2a51a0-1a5b-42c9-b220-c61953fac034,8a81e164-4c8e-4c01-8b04-b2497c51c090,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2022-10-07,HVN,787,HAN,SYD,2,,1,25,false,,2022-10-07T23:40,2022-10-07T23:54,,,,,2022-10-08T13:15,2022-10-08T13:15,Airbus A350-900,,,,,,,,88bbcea1-cf3f-465c-9b85-824fb9b8beaf,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,8a81e164-4c8e-4c01-8b04-b2497c51c090,958827d6-30b4-4f21-9da2-e2e5c43635d0,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2023-01-09,VOZ,815,MEL,SYD,1,2,3,10,false,,2023-01-09T07:30,2023-01-09T07:22,,,,,2023-01-09T08:55,2023-01-09T08:46,Boeing 737-800,,,,,,,,e3c582fd-74b9-4a04-99bf-24f3e3de3876,2b596251-7ba3-4470-a4bf-845085839443,abdb643a-f7ba-4564-a003-40b64a7a01b2,958827d6-30b4-4f21-9da2-e2e5c43635d0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-09-21,JST,404,SYD,OOL,2,A54,1,,false,,2023-09-21T08:10,2023-09-21T08:02,,,,,2023-09-21T09:30,,Airbus A320,,,,,,,,a43de0cb-0b27-43ef-83c8-1e78b85381be,268ac079-2a87-4263-9ea7-45abb07d3405,958827d6-30b4-4f21-9da2-e2e5c43635d0,40b8c35a-f5e7-494a-8a37-d68a850c0ffb,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-09-24,JST,413,OOL,SYD,1,,2,A49,false,,2023-09-24T14:30,2023-09-24T14:54,,,,,2023-09-24T16:00,,Airbus A320,,,,,,,,4eaf8e40-9de4-45ca-8f36-6e6dc2d9ffaa,268ac079-2a87-4263-9ea7-45abb07d3405,40b8c35a-f5e7-494a-8a37-d68a850c0ffb,958827d6-30b4-4f21-9da2-e2e5c43635d0,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-10-16,TGW,13,SYD,SIN,1,53,1,,false,,2023-10-16T21:45,2023-10-16T22:00,,,,,2023-10-17T03:10,,Boeing 787-9,,,,,,,,e9ff5781-4aef-461a-b0cd-cd961cee2fa1,446c3088-b05f-4f6f-8c7d-fa945859c8b7,958827d6-30b4-4f21-9da2-e2e5c43635d0,0408c509-a410-4361-806b-eebecfea9bc1,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2023-10-17,TGW,652,SIN,HKT,1,D42,I,,false,,2023-10-17T17:15,2023-10-17T17:20:20,,,,,2023-10-17T18:05,,Airbus A320,,,,,,,,69bb4f0f-e61d-45d5-a0f0-3fc10b86eabd,446c3088-b05f-4f6f-8c7d-fa945859c8b7,0408c509-a410-4361-806b-eebecfea9bc1,5c2e8f65-88c9-4917-a076-4043eff8a926,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-10-21,THA,202,HKT,BKK,D,,,,false,,2023-10-21T10:20,2023-10-21T10:56:03,,,,,2023-10-21T11:50,,Airbus A330-300,,,,,,,,d86de87c-e520-442d-a5c7-89591e3f7c83,a0b83fd3-dea9-4db2-a20a-cf6b63e1b6af,5c2e8f65-88c9-4917-a076-4043eff8a926,548d409f-68f7-4450-aaaf-87133919af6d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2023-10-23,QFA,24,BKK,SYD,,,1,54,false,,2023-10-23T18:10,2023-10-23T18:16,,,,,2023-10-24T07:25,2023-10-24T07:25,Airbus A330-300,,,,,,,,b26687b8-f5bd-4736-9d4b-8ac7d91608a6,ead75665-81f4-41bb-afc7-f213077b2846,548d409f-68f7-4450-aaaf-87133919af6d,958827d6-30b4-4f21-9da2-e2e5c43635d0,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2023-11-04,CES,562,SYD,PVG,1,53,1,,false,,2023-11-04T12:00,2023-11-04T12:05,,,,,2023-11-04T19:30,2023-11-04T19:52,Airbus A350-900,,,,,,,,efeab61a-0af6-49d9-9756-61d5e0d8de20,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,958827d6-30b4-4f21-9da2-e2e5c43635d0,94ecd389-4c82-477f-8502-261c27f5b6fa,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2023-11-05,CES,709,PVG,MAD,1,23,1,,false,,2023-11-05T12:05,2023-11-05T13:09,,,,,2023-11-05T19:45,2023-11-05T20:02,Airbus A350-900,,,,,,,,14656950-994c-4568-a881-84cb552b470b,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,f6e9455f-8a6d-4806-89c4-18c09a750f00,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2023-11-15,VLG,8302,BCN,AMS,1,B51,Main,,false,,2023-11-15T13:20,2023-11-15T13:20,,,,,2023-11-15T15:50,2023-11-15T15:43,Airbus A320,,,,,,,,dc3472b0-9b84-4419-8412-6ef43fd60651,85a84b64-63bd-4340-8659-19241f38a3ee,72d63683-9cc9-40da-9394-b2557edacb91,f671c076-61b7-4572-8abb-359aaadaafd4,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-11-18,CES,772,AMS,PVG,Main,F4,1,,false,,2023-11-18T11:30,2023-11-18T11:47,,,,,2023-11-19T05:35,2023-11-19T05:17,Boeing 777-300 ER,,,,,,,,1614a902-cf93-4b5c-9418-850d23fb9c1d,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,f671c076-61b7-4572-8abb-359aaadaafd4,94ecd389-4c82-477f-8502-261c27f5b6fa,,78eac566-1ad0-4ded-9979-9510dfde05f2
2023-11-19,CES,561,PVG,SYD,1,G102,1,51,false,,2023-11-19T20:20,2023-11-19T20:21,,,,,2023-11-20T10:00,2023-11-20T09:56,Airbus A350-900,,,,,,,,e11452d4-7945-4342-82c4-43d353656b64,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,958827d6-30b4-4f21-9da2-e2e5c43635d0,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2024-08-28,CPA,138,SYD,HKG,1,53,1,,false,,2024-08-28T21:50,2024-08-28T22:17,,,,,2024-08-29T05:10,2024-08-29T05:06,Airbus A350-1000,,,47C,AISLE,ECONOMY,,,11f81edf-b36c-4152-82f9-e9f0a862d84a,8508d82c-f03a-4c99-88d8-46ede5aceb6d,958827d6-30b4-4f21-9da2-e2e5c43635d0,7da61aa8-3d56-411b-8be5-50a198e86c60,,471867c0-706e-4127-b1aa-ff84ebeae8f3
2024-08-29,CES,726,HKG,PVG,1,17,1,,false,,2024-08-29T07:30,2024-08-29T07:31,,,,,2024-08-29T10:15,2024-08-29T10:50,Airbus A320neo,,,40A,WINDOW,ECONOMY,,,2cc1de3b-881d-450f-acde-fe1fd563e5ab,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,7da61aa8-3d56-411b-8be5-50a198e86c60,94ecd389-4c82-477f-8502-261c27f5b6fa,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2024-09-07,CPA,381,PVG,HKG,2,D67,1,,false,,2024-09-07T19:05,2024-09-07T19:08,,,,,2024-09-07T22:00,2024-09-07T21:37,Boeing 777-300,,,,,,,,b1f5c2d5-66f5-468b-8516-d057760c0565,8508d82c-f03a-4c99-88d8-46ede5aceb6d,94ecd389-4c82-477f-8502-261c27f5b6fa,7da61aa8-3d56-411b-8be5-50a198e86c60,,41adc260-cf8e-4245-a647-67b85d4348b6
2024-09-07,CPA,101,HKG,SYD,1,2,1,31,false,,2024-09-07T23:55,2024-09-08T00:15,,,,,2024-09-08T10:50,2024-09-08T11:13,Boeing 777-300 ER,,,,,,,,0c20f341-93b6-470b-90f0-0706eba7b597,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,958827d6-30b4-4f21-9da2-e2e5c43635d0,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-09-08,VOZ,846,SYD,MEL,2,35,3,8,false,,2024-09-08T14:00,2024-09-08T13:56,,,,,2024-09-08T15:35,2024-09-08T15:25,Boeing 737-800,,,,,,,,4006ecc5-77cd-4cee-90dd-6515b875bf81,2b596251-7ba3-4470-a4bf-845085839443,958827d6-30b4-4f21-9da2-e2e5c43635d0,abdb643a-f7ba-4564-a003-40b64a7a01b2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-09-10,JST,614,AVV,SYD,,,2,A56,false,,2024-09-10T20:50,2024-09-10T21:15,,,,,2024-09-10T22:10,2024-09-10T22:40,Airbus A320,,,,,,,,29f50a18-200c-45bc-bc76-48b0a16be1af,268ac079-2a87-4263-9ea7-45abb07d3405,ac02efa3-630e-4e17-b876-139464eeb8ac,958827d6-30b4-4f21-9da2-e2e5c43635d0,,dd390a1f-e92a-4411-ab72-04db16d42030
2024-09-13,VOZ,876,SYD,MEL,2,32,3,5,false,,2024-09-13T18:15,2024-09-13T18:42,,,,,2024-09-13T19:50,2024-09-13T20:33,Boeing 737-800,,,6F,WINDOW,,,,6403eaa8-6ba2-459a-8ab5-f36c1b8a5639,2b596251-7ba3-4470-a4bf-845085839443,958827d6-30b4-4f21-9da2-e2e5c43635d0,abdb643a-f7ba-4564-a003-40b64a7a01b2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-09-15,VOZ,891,MEL,SYD,3,3,2,32,false,,2024-09-15T20:00,2024-09-15T20:00,,,,,2024-09-15T21:25,2024-09-15T21:22,Boeing 737-800,,,,,,,,1517da5d-a759-433d-afc1-0435c64ce97a,2b596251-7ba3-4470-a4bf-845085839443,abdb643a-f7ba-4564-a003-40b64a7a01b2,958827d6-30b4-4f21-9da2-e2e5c43635d0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-10-05,AAL,72,SYD,LAX,1,10,B,157,false,,2024-10-05T09:15,2024-10-05T09:11,,,,,2024-10-05T06:00,2024-10-05T05:39,Boeing 777-300 ER,,,,,,,,9cd7d38d-d420-45a5-946b-e53fab97876a,ae1fc6a5-c42d-4e70-ba63-d641d248d270,958827d6-30b4-4f21-9da2-e2e5c43635d0,25b8d712-9888-423f-868d-b25f1d184aaf,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-10-05,AAL,6303,LAX,SFO,5,52C,1,B22,false,,2024-10-05T07:30,2024-10-05T07:30,,,,,2024-10-05T08:58,2024-10-05T08:44,Embraer 175,,,,,,,,24037d4a-fd30-4545-829a-45f3a3e65d08,ae1fc6a5-c42d-4e70-ba63-d641d248d270,25b8d712-9888-423f-868d-b25f1d184aaf,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-10-11,ASA,1054,SFO,LAX,1,B7,6,61,false,,2024-10-11T08:39,2024-10-11T08:30,,,,,2024-10-11T10:11,2024-10-11T10:10,Boeing 737 MAX 9,,,,,,,,98bda5f8-32f4-4a62-aa36-ec3e3bc8e7d1,45411282-5411-46ac-89ce-720ab9efe700,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,25b8d712-9888-423f-868d-b25f1d184aaf,,8240381a-dce7-4694-a1d8-4769a0c6507a
2024-10-13,ASA,1053,LAX,SFO,6,69A,1,B7,false,,2024-10-13T19:03,2024-10-13T19:00,,,,,2024-10-13T20:28,2024-10-13T20:53,Boeing 737 MAX 9,,,,,,,,1ec4b09b-8abb-4889-9b11-3c375a61b057,45411282-5411-46ac-89ce-720ab9efe700,25b8d712-9888-423f-868d-b25f1d184aaf,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,8240381a-dce7-4694-a1d8-4769a0c6507a
2024-10-21,AAL,276,SFO,JFK,1,B24,8,46,false,,2024-10-21T22:33,2024-10-21T22:39,,,,,2024-10-22T07:10,2024-10-22T07:26,Airbus A321,,,,,,,,46b9d49e-077f-4a76-ad11-45d4a65df720,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,fc332185-4dde-4791-b449-0de5e83e47b9,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-23,AAL,2035,LGA,DCA,B,16,2,C29,false,,2024-10-23T08:00,2024-10-23T07:58,,,,,2024-10-23T09:15,2024-10-23T09:00,Airbus A319,,,,,,,,e8458d92-f7dc-4cd7-b16a-6681c9ce2f57,ae1fc6a5-c42d-4e70-ba63-d641d248d270,dfeb8457-3376-49f8-b542-dbeb2ec9f719,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2024-10-23,AAL,4505,DCA,LGA,2,E51,B,29,false,,2024-10-23T22:10,2024-10-23T22:05,,,,,2024-10-23T23:27,2024-10-23T23:13,Embraer 175,,,,,,,,2360f341-b4ab-4f0f-980d-7e811db4e750,ae1fc6a5-c42d-4e70-ba63-d641d248d270,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-10-26,SIA,23,JFK,SIN,4,,3,B1,false,,2024-10-26T22:30,2024-10-26T22:30,,,,,2024-10-28T05:45,2024-10-28T04:38,Airbus A350-900,,,33K,WINDOW,PREMIUM_ECONOMY,,,28a5d950-1349-41d5-be85-ee687c0fe1b7,30242dfb-68a4-4ee8-8055-f967ba273f38,fc332185-4dde-4791-b449-0de5e83e47b9,0408c509-a410-4361-806b-eebecfea9bc1,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2024-10-28,SIA,261,SIN,SYD,3,A4,1,57,false,,2024-10-28T19:20,2024-10-28T19:32,,,,,2024-10-29T05:55,2024-10-29T05:57,Boeing 777-300 ER,,,,,,,,42910a92-d752-435b-a0d4-653baf8333cb,30242dfb-68a4-4ee8-8055-f967ba273f38,0408c509-a410-4361-806b-eebecfea9bc1,958827d6-30b4-4f21-9da2-e2e5c43635d0,,78eac566-1ad0-4ded-9979-9510dfde05f2
2025-04-11,QFA,2162,SYD,PQQ,3,17,,,false,,2025-04-11T10:55,2025-04-11T11:14,,,,,2025-04-11T11:55,,DHC-8-400 Dash 8Q,,,,,,,,479cf010-0a07-41e9-bb91-c9f30f0f183f,ead75665-81f4-41bb-afc7-f213077b2846,958827d6-30b4-4f21-9da2-e2e5c43635d0,c47ed831-616c-4e42-a892-1289f18a13e3,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2025-04-11,QFA,2170,PQQ,BNE,,,D,1,false,,2025-04-11T12:25,2025-04-11T12:40,,,,,2025-04-11T13:45,,DHC-8-400 Dash 8Q,,,,,,,,0ad40d51-19a8-48ca-96f9-b5e8e1909366,ead75665-81f4-41bb-afc7-f213077b2846,c47ed831-616c-4e42-a892-1289f18a13e3,d0a07fb4-918a-4e7f-aeb2-3efb7649214a,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2025-04-13,VOZ,966,BNE,SYD,D,46,2,41,false,,2025-04-13T16:35,2025-04-13T16:54,,,,,2025-04-13T18:10,2025-04-13T18:20,Boeing 737-800,,,,,,,,6dfa1c3e-b21f-42f8-b139-95512d70767f,2b596251-7ba3-4470-a4bf-845085839443,d0a07fb4-918a-4e7f-aeb2-3efb7649214a,958827d6-30b4-4f21-9da2-e2e5c43635d0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-07-31,TGW,13,SYD,SIN,1,60,1,D47,false,,2025-07-31T20:45,2025-07-31T20:55,,,,,2025-08-01T03:10,2025-08-01T02:52,Boeing 787-9,,,,,,,,f9c53ea5-d31a-428d-87ce-0d2e301c6e32,446c3088-b05f-4f6f-8c7d-fa945859c8b7,958827d6-30b4-4f21-9da2-e2e5c43635d0,0408c509-a410-4361-806b-eebecfea9bc1,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2025-08-01,TGW,456,SIN,KUL,1,D33,2,P1,false,,2025-08-01T04:50,2025-08-01T04:41,,,,,2025-08-01T06:00,2025-08-01T05:41,Airbus A320,,,,,,,,dfc1c9d4-3916-4b7f-9012-745121a48905,446c3088-b05f-4f6f-8c7d-fa945859c8b7,0408c509-a410-4361-806b-eebecfea9bc1,d0ed4e28-88b7-4a15-ba4e-bb366458975a,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-08-04,TGW,457,KUL,SIN,T2,P1,T1,C11,false,,2025-08-04T06:45,2025-08-04T06:53,,,,,2025-08-04T07:55,2025-08-04T07:51,Airbus A320,,,,,,,,cf399f0c-7441-4ec7-9b7a-037f0d71520f,446c3088-b05f-4f6f-8c7d-fa945859c8b7,d0ed4e28-88b7-4a15-ba4e-bb366458975a,0408c509-a410-4361-806b-eebecfea9bc1,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-08-04,TGW,12,SIN,SYD,1,C1,1,53,false,,2025-08-04T10:00,2025-08-04T10:01,,,,,2025-08-04T19:30,2025-08-04T19:14,Boeing 787-9,,,,,,,,98475b4f-bb91-4cbc-be9f-4612a148ca7a,446c3088-b05f-4f6f-8c7d-fa945859c8b7,0408c509-a410-4361-806b-eebecfea9bc1,958827d6-30b4-4f21-9da2-e2e5c43635d0,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2025-08-30,CES,562,SYD,PVG,1,36,1,36,false,,2025-08-30T11:00,2025-08-30T11:13,,,,,2025-08-30T19:15,2025-08-30T20:14,Airbus A350-900,,,,,,,,a9be4d86-2231-4624-a3a5-9e3345cb2a7b,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,958827d6-30b4-4f21-9da2-e2e5c43635d0,94ecd389-4c82-477f-8502-261c27f5b6fa,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2025-08-31,CES,703,PVG,IST,T1,16,I,,false,,2025-08-31T01:20,2025-08-31T01:12,,,,,2025-08-31T08:00,2025-08-31T07:08,Airbus A350-900,,,,,,,,e43ffdc2-857e-4223-bcaa-ffbc730458aa,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,4c08e958-48c1-4317-9dbb-0edee8e4c4bc,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
